Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,91,900"
Bangalore,Rs.10.56 Lakh*
Mumbai,Rs.10.33 Lakh*
Pune,Rs.10.31 Lakh*
Hyderabad,Rs.10.60 Lakh*
Chennai,Rs.10.45 Lakh*
Ahmedabad,Rs.9.92 Lakh*
Lucknow,Rs.10.02 Lakh*
Jaipur,Rs.10.23 Lakh*
Patna,Rs.10.28 Lakh*
Chandigarh,Rs.10.10 Lakh*
