Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,78,104"
Bangalore,Rs.13.25 Lakh*
Mumbai,Rs.12.99 Lakh*
Pune,Rs.12.95 Lakh*
Hyderabad,Rs.13.30 Lakh*
Chennai,Rs.13.35 Lakh*
Ahmedabad,Rs.12.19 Lakh*
Lucknow,Rs.12.48 Lakh*
Jaipur,Rs.12.77 Lakh*
Patna,Rs.12.63 Lakh*
Chandigarh,Rs.12.48 Lakh*
