Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,80,328"
Bangalore,Rs.13.21 Lakh*
Mumbai,Rs.12.73 Lakh*
Pune,Rs.12.69 Lakh*
Hyderabad,Rs.13.27 Lakh*
Chennai,Rs.13.31 Lakh*
Ahmedabad,Rs.12.15 Lakh*
Lucknow,Rs.12.44 Lakh*
Jaipur,Rs.12.36 Lakh*
Patna,Rs.12.60 Lakh*
Chandigarh,Rs.12.44 Lakh*
