Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.7,49,900"
Bangalore,Rs.8.95 Lakh*
Mumbai,Rs.8.43 Lakh*
Pune,Rs.8.43 Lakh*
Hyderabad,Rs.8.95 Lakh*
Chennai,Rs.8.88 Lakh*
Ahmedabad,Rs.8.35 Lakh*
Lucknow,Rs.8.49 Lakh*
Jaipur,Rs.8.68 Lakh*
Patna,Rs.8.64 Lakh*
Chandigarh,Rs.8.64 Lakh*
