Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,99,000"
Bangalore,Rs.12.30 Lakh*
Mumbai,Rs.11.84 Lakh*
Pune,Rs.11.78 Lakh*
Hyderabad,Rs.11.88 Lakh*
Chennai,Rs.11.78 Lakh*
Ahmedabad,Rs.11.08 Lakh*
Lucknow,Rs.11.27 Lakh*
Jaipur,Rs.12.01 Lakh*
Patna,Rs.11.57 Lakh*
Chandigarh,Rs.11.47 Lakh*
