Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,13,701"
Bangalore,Rs.22.39 Lakh*
Mumbai,Rs.21.85 Lakh*
Pune,Rs.21.91 Lakh*
Hyderabad,Rs.22.39 Lakh*
Chennai,Rs.22.57 Lakh*
Ahmedabad,Rs.20.64 Lakh*
Lucknow,Rs.21.10 Lakh*
Jaipur,Rs.21.90 Lakh*
Patna,Rs.21.65 Lakh*
Chandigarh,Rs.21.47 Lakh*
