Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,23,539"
Bangalore,Rs.21.10 Lakh*
Mumbai,Rs.20.69 Lakh*
Pune,Rs.22.39 Lakh*
Hyderabad,Rs.21.39 Lakh*
Chennai,Rs.21.27 Lakh*
Ahmedabad,Rs.19.20 Lakh*
Lucknow,Rs.19.88 Lakh*
Jaipur,Rs.20.75 Lakh*
Patna,Rs.20.39 Lakh*
Chandigarh,Rs.20.22 Lakh*
