Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,10,125"
Bangalore,Rs.10.84 Lakh*
Mumbai,Rs.10.63 Lakh*
Pune,Rs.10.59 Lakh*
Hyderabad,Rs.10.80 Lakh*
Chennai,Rs.10.75 Lakh*
Ahmedabad,Rs.10.21 Lakh*
Lucknow,Rs.10.28 Lakh*
Jaipur,Rs.10.40 Lakh*
Patna,Rs.10.61 Lakh*
Chandigarh,Rs.10.46 Lakh*
