Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.19,49,276"
Bangalore,Rs.23.85 Lakh*
Mumbai,Rs.22.97 Lakh*
Pune,Rs.20.70 Lakh*
Hyderabad,Rs.24.17 Lakh*
Chennai,Rs.24.04 Lakh*
Ahmedabad,Rs.21.70 Lakh*
Lucknow,Rs.22.46 Lakh*
Jaipur,Rs.22.99 Lakh*
Patna,Rs.23.05 Lakh*
Chandigarh,Rs.21.65 Lakh*
