Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,98,900"
Bangalore,Rs.13.43 Lakh*
Mumbai,Rs.12.90 Lakh*
Pune,Rs.12.83 Lakh*
Hyderabad,Rs.13.51 Lakh*
Chennai,Rs.12.95 Lakh*
Ahmedabad,Rs.12.32 Lakh*
Lucknow,Rs.12.65 Lakh*
Jaipur,Rs.12.69 Lakh*
Patna,Rs.12.76 Lakh*
Chandigarh,Rs.12.51 Lakh*
