Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,54,900"
Bangalore,Rs.12.96 Lakh*
Mumbai,Rs.12.01 Lakh*
Pune,Rs.12.01 Lakh*
Hyderabad,Rs.12.96 Lakh*
Chennai,Rs.13.07 Lakh*
Ahmedabad,Rs.11.80 Lakh*
Lucknow,Rs.12.21 Lakh*
Jaipur,Rs.12.25 Lakh*
Patna,Rs.12.32 Lakh*
Chandigarh,Rs.12.21 Lakh*
