Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.14,55,000"
Bangalore,Rs.18.22 Lakh*
Mumbai,Rs.17.10 Lakh*
Pune,Rs.17.10 Lakh*
Hyderabad,Rs.17.83 Lakh*
Chennai,Rs.17.98 Lakh*
Ahmedabad,Rs.16.23 Lakh*
Lucknow,Rs.16.80 Lakh*
Jaipur,Rs.16.91 Lakh*
Patna,Rs.16.94 Lakh*
Chandigarh,Rs.16.80 Lakh*
