Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,07,900"
Bangalore,Rs.21.20 Lakh*
Mumbai,Rs.20.06 Lakh*
Pune,Rs.20.06 Lakh*
Hyderabad,Rs.21.65 Lakh*
Chennai,Rs.21.08 Lakh*
Ahmedabad,Rs.19.03 Lakh*
Lucknow,Rs.19.70 Lakh*
Jaipur,Rs.20.03 Lakh*
Patna,Rs.20.21 Lakh*
Chandigarh,Rs.20.04 Lakh*
