Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.14,69,000"
Bangalore,Rs.18.22 Lakh*
Mumbai,Rs.17.52 Lakh*
Pune,Rs.17.56 Lakh*
Hyderabad,Rs.18 Lakh*
Chennai,Rs.18.15 Lakh*
Ahmedabad,Rs.15.19 Lakh*
Lucknow,Rs.16.96 Lakh*
Jaipur,Rs.17.50 Lakh*
Patna,Rs.17.11 Lakh*
Chandigarh,Rs.16.96 Lakh*
