Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,49,400"
Bangalore,Rs.13.19 Lakh*
Mumbai,Rs.12.43 Lakh*
Pune,Rs.12.37 Lakh*
Hyderabad,Rs.12.90 Lakh*
Chennai,Rs.13 Lakh*
Ahmedabad,Rs.11.74 Lakh*
Lucknow,Rs.12.15 Lakh*
Jaipur,Rs.12.27 Lakh*
Patna,Rs.12.26 Lakh*
Chandigarh,Rs.12.15 Lakh*
