Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,98,000"
Bangalore,Rs.10.93 Lakh*
Mumbai,Rs.10.48 Lakh*
Pune,Rs.10.43 Lakh*
Hyderabad,Rs.10.70 Lakh*
Chennai,Rs.10.61 Lakh*
Ahmedabad,Rs.9.98 Lakh*
Lucknow,Rs.10.15 Lakh*
Jaipur,Rs.10.44 Lakh*
Patna,Rs.10.42 Lakh*
Chandigarh,Rs.10.33 Lakh*
