Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.14,47,828"
Bangalore,Rs.17.74 Lakh*
Mumbai,Rs.16.96 Lakh*
Pune,Rs.16.87 Lakh*
Hyderabad,Rs.17.80 Lakh*
Chennai,Rs.17.72 Lakh*
Ahmedabad,Rs.15.99 Lakh*
Lucknow,Rs.16.72 Lakh*
Jaipur,Rs.16.92 Lakh*
Patna,Rs.16.86 Lakh*
Chandigarh,Rs.16.20 Lakh*
