Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,89,400"
Bangalore,Rs.11.70 Lakh*
Mumbai,Rs.11.41 Lakh*
Pune,Rs.11.41 Lakh*
Hyderabad,Rs.11.70 Lakh*
Chennai,Rs.11.61 Lakh*
Ahmedabad,Rs.10.91 Lakh*
Lucknow,Rs.11.10 Lakh*
Jaipur,Rs.11.34 Lakh*
Patna,Rs.11.40 Lakh*
Chandigarh,Rs.11.30 Lakh*
