Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.19,79,000"
Bangalore,Rs.24.49 Lakh*
Mumbai,Rs.23.55 Lakh*
Pune,Rs.23.61 Lakh*
Hyderabad,Rs.24.21 Lakh*
Chennai,Rs.24.41 Lakh*
Ahmedabad,Rs.22.03 Lakh*
Lucknow,Rs.22.80 Lakh*
Jaipur,Rs.23.52 Lakh*
Patna,Rs.23.40 Lakh*
Chandigarh,Rs.23.20 Lakh*
