Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,14,900"
Bangalore,Rs.9.72 Lakh*
Mumbai,Rs.9.46 Lakh*
Pune,Rs.9.39 Lakh*
Hyderabad,Rs.9.69 Lakh*
Chennai,Rs.9.62 Lakh*
Ahmedabad,Rs.9.13 Lakh*
Lucknow,Rs.9.22 Lakh*
Jaipur,Rs.9.42 Lakh*
Patna,Rs.9.46 Lakh*
Chandigarh,Rs.9.24 Lakh*
