Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,89,000"
Bangalore,Rs.17.24 Lakh*
Mumbai,Rs.16.29 Lakh*
Pune,Rs.16.33 Lakh*
Hyderabad,Rs.17.03 Lakh*
Chennai,Rs.17.17 Lakh*
Ahmedabad,Rs.15.50 Lakh*
Lucknow,Rs.16.04 Lakh*
Jaipur,Rs.16.24 Lakh*
Patna,Rs.16.18 Lakh*
Chandigarh,Rs.16.04 Lakh*
