Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,37,299"
Bangalore,Rs.22.68 Lakh*
Mumbai,Rs.21.76 Lakh*
Pune,Rs.21.82 Lakh*
Hyderabad,Rs.22.68 Lakh*
Chennai,Rs.22.86 Lakh*
Ahmedabad,Rs.20.91 Lakh*
Lucknow,Rs.21.37 Lakh*
Jaipur,Rs.21.73 Lakh*
Patna,Rs.21.93 Lakh*
Chandigarh,Rs.21.74 Lakh*
