Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,55,300"
Bangalore,Rs.12.97 Lakh*
Mumbai,Rs.12.43 Lakh*
Pune,Rs.12.36 Lakh*
Hyderabad,Rs.12.97 Lakh*
Chennai,Rs.13.07 Lakh*
Ahmedabad,Rs.11.73 Lakh*
Lucknow,Rs.12.22 Lakh*
Jaipur,Rs.12.27 Lakh*
Patna,Rs.12.32 Lakh*
Chandigarh,Rs.11.87 Lakh*
