Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,34,000"
Bangalore,Rs.16.72 Lakh*
Mumbai,Rs.16.02 Lakh*
Pune,Rs.15.96 Lakh*
Hyderabad,Rs.16.36 Lakh*
Chennai,Rs.16.49 Lakh*
Ahmedabad,Rs.14.89 Lakh*
Lucknow,Rs.15.41 Lakh*
Jaipur,Rs.15.90 Lakh*
Patna,Rs.15.55 Lakh*
Chandigarh,Rs.15.41 Lakh*
