Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,99,000"
Bangalore,Rs.13.67 Lakh*
Mumbai,Rs.12.93 Lakh*
Pune,Rs.12.95 Lakh*
Hyderabad,Rs.13.50 Lakh*
Chennai,Rs.13.61 Lakh*
Ahmedabad,Rs.12.29 Lakh*
Lucknow,Rs.12.72 Lakh*
Jaipur,Rs.12.88 Lakh*
Patna,Rs.12.83 Lakh*
Chandigarh,Rs.12.72 Lakh*
