Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.11,49,500"
Bangalore,Rs.14.43 Lakh*
Mumbai,Rs.13.60 Lakh*
Pune,Rs.13.54 Lakh*
Hyderabad,Rs.14.11 Lakh*
Chennai,Rs.14.23 Lakh*
Ahmedabad,Rs.12.85 Lakh*
Lucknow,Rs.13.30 Lakh*
Jaipur,Rs.13.41 Lakh*
Patna,Rs.13.41 Lakh*
Chandigarh,Rs.13.30 Lakh*
