Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,70,500"
Bangalore,Rs.10.60 Lakh*
Mumbai,Rs.10.17 Lakh*
Pune,Rs.10.11 Lakh*
Hyderabad,Rs.10.37 Lakh*
Chennai,Rs.10.28 Lakh*
Ahmedabad,Rs.9.68 Lakh*
Lucknow,Rs.9.84 Lakh*
Jaipur,Rs.10.13 Lakh*
Patna,Rs.10.10 Lakh*
Chandigarh,Rs.10.01 Lakh*
