Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,79,700"
Bangalore,Rs.23.20 Lakh*
Mumbai,Rs.22.26 Lakh*
Pune,Rs.22.31 Lakh*
Hyderabad,Rs.23.20 Lakh*
Chennai,Rs.23.39 Lakh*
Ahmedabad,Rs.21.38 Lakh*
Lucknow,Rs.21.86 Lakh*
Jaipur,Rs.22.20 Lakh*
Patna,Rs.22.43 Lakh*
Chandigarh,Rs.22.24 Lakh*
