Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,54,900"
Bangalore,Rs.11.36 Lakh*
Mumbai,Rs.11.08 Lakh*
Pune,Rs.11.08 Lakh*
Hyderabad,Rs.11.36 Lakh*
Chennai,Rs.11.27 Lakh*
Ahmedabad,Rs.10.60 Lakh*
Lucknow,Rs.10.78 Lakh*
Jaipur,Rs.11.01 Lakh*
Patna,Rs.11.07 Lakh*
Chandigarh,Rs.10.97 Lakh*
