Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,60,000"
Bangalore,Rs.17.05 Lakh*
Mumbai,Rs.16.33 Lakh*
Pune,Rs.16.27 Lakh*
Hyderabad,Rs.16.68 Lakh*
Chennai,Rs.16.81 Lakh*
Ahmedabad,Rs.15.18 Lakh*
Lucknow,Rs.15.71 Lakh*
Jaipur,Rs.16.21 Lakh*
Patna,Rs.15.85 Lakh*
Chandigarh,Rs.15.71 Lakh*
