Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,79,500"
Bangalore,Rs.11.80 Lakh*
Mumbai,Rs.10.27 Lakh*
Pune,Rs.10.21 Lakh*
Hyderabad,Rs.10.48 Lakh*
Chennai,Rs.10.39 Lakh*
Ahmedabad,Rs.9.77 Lakh*
Lucknow,Rs.9.94 Lakh*
Jaipur,Rs.10.24 Lakh*
Patna,Rs.10.20 Lakh*
Chandigarh,Rs.10.12 Lakh*
