Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.11,59,514"
Bangalore,Rs.14.17 Lakh*
Mumbai,Rs.13.65 Lakh*
Pune,Rs.13.61 Lakh*
Hyderabad,Rs.14.23 Lakh*
Chennai,Rs.14.28 Lakh*
Ahmedabad,Rs.13.03 Lakh*
Lucknow,Rs.13.34 Lakh*
Jaipur,Rs.13.25 Lakh*
Patna,Rs.13.51 Lakh*
Chandigarh,Rs.13.34 Lakh*
