Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.11,46,300"
Bangalore,Rs.14.08 Lakh*
Mumbai,Rs.13.16 Lakh*
Pune,Rs.13.25 Lakh*
Hyderabad,Rs.14.09 Lakh*
Chennai,Rs.14.19 Lakh*
Ahmedabad,Rs.12.75 Lakh*
Lucknow,Rs.13.26 Lakh*
Jaipur,Rs.13.32 Lakh*
Patna,Rs.13.38 Lakh*
Chandigarh,Rs.12.88 Lakh*
