Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.12,61,100"
Bangalore,Rs.15.47 Lakh*
Mumbai,Rs.15.09 Lakh*
Pune,Rs.15.09 Lakh*
Hyderabad,Rs.15.47 Lakh*
Chennai,Rs.15.60 Lakh*
Ahmedabad,Rs.14.09 Lakh*
Lucknow,Rs.14.58 Lakh*
Jaipur,Rs.15.04 Lakh*
Patna,Rs.14.70 Lakh*
Chandigarh,Rs.14.58 Lakh*
