Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.15,92,100"
Bangalore,Rs.19.69 Lakh*
Mumbai,Rs.18.90 Lakh*
Pune,Rs.18.95 Lakh*
Hyderabad,Rs.19.69 Lakh*
Chennai,Rs.19.85 Lakh*
Ahmedabad,Rs.18.17 Lakh*
Lucknow,Rs.18.56 Lakh*
Jaipur,Rs.19.40 Lakh*
Patna,Rs.19.04 Lakh*
Chandigarh,Rs.18.88 Lakh*
