Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,14,900"
Bangalore,Rs.9.93 Lakh*
Mumbai,Rs.9.53 Lakh*
Pune,Rs.9.53 Lakh*
Hyderabad,Rs.9.72 Lakh*
Chennai,Rs.9.64 Lakh*
Ahmedabad,Rs.9.29 Lakh*
Lucknow,Rs.9.22 Lakh*
Jaipur,Rs.9.50 Lakh*
Patna,Rs.9.46 Lakh*
Chandigarh,Rs.9.38 Lakh*
