Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.7,89,304"
Bangalore,Rs.9.42 Lakh*
Mumbai,Rs.9.03 Lakh*
Pune,Rs.8.86 Lakh*
Hyderabad,Rs.9.51 Lakh*
Chennai,Rs.9.34 Lakh*
Ahmedabad,Rs.8.78 Lakh*
Lucknow,Rs.8.93 Lakh*
Jaipur,Rs.9.28 Lakh*
Patna,Rs.9.09 Lakh*
Chandigarh,Rs.8.97 Lakh*
