Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,87,390"
Bangalore,Rs.10.80 Lakh*
Mumbai,Rs.10.30 Lakh*
Pune,Rs.10.49 Lakh*
Hyderabad,Rs.10.57 Lakh*
Chennai,Rs.10.48 Lakh*
Ahmedabad,Rs.9.86 Lakh*
Lucknow,Rs.10.03 Lakh*
Jaipur,Rs.10.24 Lakh*
Patna,Rs.10.29 Lakh*
Chandigarh,Rs.10.21 Lakh*
