Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.12,85,900"
Bangalore,Rs.15.77 Lakh*
Mumbai,Rs.15.10 Lakh*
Pune,Rs.15.01 Lakh*
Hyderabad,Rs.15.77 Lakh*
Chennai,Rs.15.90 Lakh*
Ahmedabad,Rs.14.28 Lakh*
Lucknow,Rs.14.86 Lakh*
Jaipur,Rs.14.92 Lakh*
Patna,Rs.14.99 Lakh*
Chandigarh,Rs.14.42 Lakh*
