Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.14,00,475"
Bangalore,Rs.17.17 Lakh*
Mumbai,Rs.16.80 Lakh*
Pune,Rs.16.76 Lakh*
Hyderabad,Rs.17.17 Lakh*
Chennai,Rs.17.31 Lakh*
Ahmedabad,Rs.15.78 Lakh*
Lucknow,Rs.16.17 Lakh*
Jaipur,Rs.16.69 Lakh*
Patna,Rs.16.34 Lakh*
Chandigarh,Rs.16.17 Lakh*
