Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.7,83,084"
Bangalore,Rs.10.20 Lakh*
Mumbai,Rs.9.18 Lakh*
Pune,Rs.9.95 Lakh*
Hyderabad,Rs.9.43 Lakh*
Chennai,Rs.10.12 Lakh*
Ahmedabad,Rs.9.52 Lakh*
Lucknow,Rs.9.68 Lakh*
Jaipur,Rs.9.21 Lakh*
Patna,Rs.9.94 Lakh*
Chandigarh,Rs.8.83 Lakh*
