Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.14,48,261"
Bangalore,Rs.17.75 Lakh*
Mumbai,Rs.17.41 Lakh*
Pune,Rs.21.91 Lakh*
Hyderabad,Rs.18 Lakh*
Chennai,Rs.17.89 Lakh*
Ahmedabad,Rs.16.16 Lakh*
Lucknow,Rs.16.72 Lakh*
Jaipur,Rs.17.48 Lakh*
Patna,Rs.16.87 Lakh*
Chandigarh,Rs.16.13 Lakh*
