Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.6,99,900"
Bangalore,Rs.8.36 Lakh*
Mumbai,Rs.8.15 Lakh*
Pune,Rs.8.15 Lakh*
Hyderabad,Rs.8.36 Lakh*
Chennai,Rs.8.29 Lakh*
Ahmedabad,Rs.7.80 Lakh*
Lucknow,Rs.7.94 Lakh*
Jaipur,Rs.8.11 Lakh*
Patna,Rs.8.08 Lakh*
Chandigarh,Rs.8.08 Lakh*
