Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,23,000"
Bangalore,Rs.21.09 Lakh*
Mumbai,Rs.20.23 Lakh*
Pune,Rs.20.23 Lakh*
Hyderabad,Rs.21.09 Lakh*
Chennai,Rs.21.27 Lakh*
Ahmedabad,Rs.19.20 Lakh*
Lucknow,Rs.19.87 Lakh*
Jaipur,Rs.20.11 Lakh*
Patna,Rs.20.39 Lakh*
Chandigarh,Rs.19.30 Lakh*
