Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,49,000"
Bangalore,Rs.22.89 Lakh*
Mumbai,Rs.22.01 Lakh*
Pune,Rs.22.07 Lakh*
Hyderabad,Rs.22.63 Lakh*
Chennai,Rs.22.81 Lakh*
Ahmedabad,Rs.20.07 Lakh*
Lucknow,Rs.21.31 Lakh*
Jaipur,Rs.21.98 Lakh*
Patna,Rs.21.87 Lakh*
Chandigarh,Rs.21.68 Lakh*
