Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,54,900"
Bangalore,Rs.10.19 Lakh*
Mumbai,Rs.9.59 Lakh*
Pune,Rs.9.59 Lakh*
Hyderabad,Rs.10.19 Lakh*
Chennai,Rs.10.10 Lakh*
Ahmedabad,Rs.9.50 Lakh*
Lucknow,Rs.9.67 Lakh*
Jaipur,Rs.9.87 Lakh*
Patna,Rs.9.92 Lakh*
Chandigarh,Rs.9.84 Lakh*
