Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,25,900"
Bangalore,Rs.11.02 Lakh*
Mumbai,Rs.10.75 Lakh*
Pune,Rs.10.75 Lakh*
Hyderabad,Rs.10.94 Lakh*
Chennai,Rs.10.93 Lakh*
Ahmedabad,Rs.10.22 Lakh*
Lucknow,Rs.10.46 Lakh*
Jaipur,Rs.10.70 Lakh*
Patna,Rs.10.74 Lakh*
Chandigarh,Rs.10.35 Lakh*
