Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,93,929"
Bangalore,Rs.11.82 Lakh*
Mumbai,Rs.11.79 Lakh*
Pune,Rs.11.75 Lakh*
Hyderabad,Rs.11.78 Lakh*
Chennai,Rs.11.72 Lakh*
Ahmedabad,Rs.11.15 Lakh*
Lucknow,Rs.11.22 Lakh*
Jaipur,Rs.11.69 Lakh*
Patna,Rs.11.57 Lakh*
Chandigarh,Rs.11.42 Lakh*
