Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,45,500"
Bangalore,Rs.21.37 Lakh*
Mumbai,Rs.20.84 Lakh*
Pune,Rs.20.84 Lakh*
Hyderabad,Rs.21.37 Lakh*
Chennai,Rs.21.54 Lakh*
Ahmedabad,Rs.19.45 Lakh*
Lucknow,Rs.20.13 Lakh*
Jaipur,Rs.20.76 Lakh*
Patna,Rs.20.65 Lakh*
Chandigarh,Rs.19.28 Lakh*
