Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.15,93,000"
Bangalore,Rs.19.51 Lakh*
Mumbai,Rs.18.71 Lakh*
Pune,Rs.18.71 Lakh*
Hyderabad,Rs.19.51 Lakh*
Chennai,Rs.19.67 Lakh*
Ahmedabad,Rs.17.76 Lakh*
Lucknow,Rs.18.38 Lakh*
Jaipur,Rs.18.60 Lakh*
Patna,Rs.18.86 Lakh*
Chandigarh,Rs.17.66 Lakh*
