Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,42,290"
Bangalore,Rs.16.82 Lakh*
Mumbai,Rs.16.06 Lakh*
Pune,Rs.16.28 Lakh*
Hyderabad,Rs.16.57 Lakh*
Chennai,Rs.16.59 Lakh*
Ahmedabad,Rs.14.98 Lakh*
Lucknow,Rs.15.51 Lakh*
Jaipur,Rs.16 Lakh*
Patna,Rs.15.64 Lakh*
Chandigarh,Rs.15.51 Lakh*
