Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,99,000"
Bangalore,Rs.17.97 Lakh*
Mumbai,Rs.16.92 Lakh*
Pune,Rs.16.64 Lakh*
Hyderabad,Rs.17.34 Lakh*
Chennai,Rs.17.48 Lakh*
Ahmedabad,Rs.15.80 Lakh*
Lucknow,Rs.16.35 Lakh*
Jaipur,Rs.16.94 Lakh*
Patna,Rs.16.49 Lakh*
Chandigarh,Rs.16.35 Lakh*
