Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,04,688"
Bangalore,Rs.9.60 Lakh*
Mumbai,Rs.9.36 Lakh*
Pune,Rs.9.36 Lakh*
Hyderabad,Rs.9.60 Lakh*
Chennai,Rs.9.52 Lakh*
Ahmedabad,Rs.8.95 Lakh*
Lucknow,Rs.9.11 Lakh*
Jaipur,Rs.9.30 Lakh*
Patna,Rs.9.35 Lakh*
Chandigarh,Rs.9.27 Lakh*
