Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.11,90,300"
Bangalore,Rs.14.61 Lakh*
Mumbai,Rs.14 Lakh*
Pune,Rs.13.91 Lakh*
Hyderabad,Rs.14.61 Lakh*
Chennai,Rs.14.73 Lakh*
Ahmedabad,Rs.13.25 Lakh*
Lucknow,Rs.13.77 Lakh*
Jaipur,Rs.13.82 Lakh*
Patna,Rs.13.88 Lakh*
Chandigarh,Rs.13.36 Lakh*
