Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,39,014"
Bangalore,Rs.22.50 Lakh*
Mumbai,Rs.22.06 Lakh*
Pune,Rs.22.25 Lakh*
Hyderabad,Rs.22.81 Lakh*
Chennai,Rs.22.69 Lakh*
Ahmedabad,Rs.20.48 Lakh*
Lucknow,Rs.21.20 Lakh*
Jaipur,Rs.22.13 Lakh*
Patna,Rs.21.75 Lakh*
Chandigarh,Rs.20.44 Lakh*
