Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,00,560"
Bangalore,Rs.20.82 Lakh*
Mumbai,Rs.20.07 Lakh*
Pune,Rs.16.32 Lakh*
Hyderabad,Rs.21.11 Lakh*
Chennai,Rs.20.99 Lakh*
Ahmedabad,Rs.18.95 Lakh*
Lucknow,Rs.19.61 Lakh*
Jaipur,Rs.20.09 Lakh*
Patna,Rs.20.12 Lakh*
Chandigarh,Rs.18.91 Lakh*
