Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,14,890"
Bangalore,Rs.10.89 Lakh*
Mumbai,Rs.10.62 Lakh*
Pune,Rs.10.80 Lakh*
Hyderabad,Rs.10.89 Lakh*
Chennai,Rs.10.80 Lakh*
Ahmedabad,Rs.10.16 Lakh*
Lucknow,Rs.10.34 Lakh*
Jaipur,Rs.10.56 Lakh*
Patna,Rs.10.61 Lakh*
Chandigarh,Rs.10.52 Lakh*
