Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,82,500"
Bangalore,Rs.23.03 Lakh*
Mumbai,Rs.22.09 Lakh*
Pune,Rs.22.09 Lakh*
Hyderabad,Rs.23.03 Lakh*
Chennai,Rs.23.22 Lakh*
Ahmedabad,Rs.20.96 Lakh*
Lucknow,Rs.21.70 Lakh*
Jaipur,Rs.21.96 Lakh*
Patna,Rs.22.26 Lakh*
Chandigarh,Rs.20.58 Lakh*
