Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.6,49,900"
Bangalore,Rs.7.78 Lakh*
Mumbai,Rs.7.58 Lakh*
Pune,Rs.7.58 Lakh*
Hyderabad,Rs.7.78 Lakh*
Chennai,Rs.7.71 Lakh*
Ahmedabad,Rs.7.26 Lakh*
Lucknow,Rs.7.38 Lakh*
Jaipur,Rs.7.54 Lakh*
Patna,Rs.7.51 Lakh*
Chandigarh,Rs.7.51 Lakh*
