Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.19,03,300"
Bangalore,Rs.23.49 Lakh*
Mumbai,Rs.22.91 Lakh*
Pune,Rs.22.97 Lakh*
Hyderabad,Rs.23.49 Lakh*
Chennai,Rs.23.68 Lakh*
Ahmedabad,Rs.21.64 Lakh*
Lucknow,Rs.22.13 Lakh*
Jaipur,Rs.22.99 Lakh*
Patna,Rs.22.70 Lakh*
Chandigarh,Rs.22.51 Lakh*
