Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,28,800"
Bangalore,Rs.21.36 Lakh*
Mumbai,Rs.20.49 Lakh*
Pune,Rs.20.55 Lakh*
Hyderabad,Rs.21.36 Lakh*
Chennai,Rs.21.53 Lakh*
Ahmedabad,Rs.19.69 Lakh*
Lucknow,Rs.20.13 Lakh*
Jaipur,Rs.20.99 Lakh*
Patna,Rs.20.65 Lakh*
Chandigarh,Rs.20.48 Lakh*
