Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,34,900"
Bangalore,Rs.9.95 Lakh*
Mumbai,Rs.9.37 Lakh*
Pune,Rs.9.37 Lakh*
Hyderabad,Rs.9.95 Lakh*
Chennai,Rs.9.87 Lakh*
Ahmedabad,Rs.9.28 Lakh*
Lucknow,Rs.9.44 Lakh*
Jaipur,Rs.9.65 Lakh*
Patna,Rs.9.69 Lakh*
Chandigarh,Rs.9.61 Lakh*
