Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,79,000"
Bangalore,Rs.13.26 Lakh*
Mumbai,Rs.12.72 Lakh*
Pune,Rs.12.72 Lakh*
Hyderabad,Rs.13.26 Lakh*
Chennai,Rs.13.36 Lakh*
Ahmedabad,Rs.12.07 Lakh*
Lucknow,Rs.12.49 Lakh*
Jaipur,Rs.12.65 Lakh*
Patna,Rs.12.60 Lakh*
Chandigarh,Rs.12.47 Lakh*
