Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,94,900"
Bangalore,Rs.10.66 Lakh*
Mumbai,Rs.10.03 Lakh*
Pune,Rs.10.03 Lakh*
Hyderabad,Rs.10.66 Lakh*
Chennai,Rs.10.57 Lakh*
Ahmedabad,Rs.9.94 Lakh*
Lucknow,Rs.10.11 Lakh*
Jaipur,Rs.10.33 Lakh*
Patna,Rs.10.38 Lakh*
Chandigarh,Rs.10.29 Lakh*
